23694,36318,15594,2669,6240,5483,3765,1875,50,64,0
127539,188158,37290,20271,24747,17759,15646,6557,41,54,0
19287,14185,3340,8893,5304,2522,884,1003,48,53,0
33034,3187,5435,16394,4196,4154,369,413,61,57,0
6085,3778,7710,4102,1404,2308,417,278,77,63,0
498361,65391,4472,6208,14347,9987,2084,1219,69,69,0
3212,3100,4774,4251,1979,1553,1151,522,80,75,0
6812,8960,11971,4048,8478,3041,490,523,70,69,0
2887,4323,4341,7250,1526,2443,717,606,69,69,0
1714,2908,10517,3774,2319,2524,1109,189,100,69,0
1882,2732,9766,5752,4769,2945,761,296,100,74,0
5896,3045,3913,3585,3899,2152,1824,519,100,80,0
3534,7310,3155,6797,3828,2867,332,357,93,81,0
314275,130246,73340,7405,15639,7322,3394,2486,80,64,0
4762,7114,6088,4064,3449,1610,342,227,74,56,0
41116,18710,16746,4476,2062,2297,1288,1077,74,40,0
8387,9444,1636,5721,3241,3409,932,896,67,41,0
63355,13685,3334,2662,2106,1932,937,868,63,56,0
52329,35590,2835,8341,5760,7873,1879,517,47,64,0
209250,23706,67480,26932,22363,14278,5050,2646,53,75,0
45378,13171,8396,3882,2260,2650,706,408,56,66,0
458061,33038,6799,19338,16000,10570,4439,2383,60,74,0
6406,6534,8135,6403,3517,1977,1456,434,81,64,0
2159,6495,14131,5822,3097,2722,659,190,81,63,0
65158,13043,4170,3153,4644,2871,779,536,75,67,0
5088,7246,894,2663,2413,2527,1232,466,69,70,0
3907,7377,4831,1237,6135,2513,725,918,54,80,0
15336,3562,14271,3090,3778,2631,1538,708,57,81,0
120035,27215,4280,3691,7486,2139,1966,613,53,69,0
572585,52989,29737,3053,7042,10522,5406,3588,57,63,0
89075,12378,2528,5497,4422,4905,695,1267,60,66,0
4695,2699,5818,8037,3843,4170,1139,1545,54,77,0
3220,2194,3586,2903,2661,2558,956,448,69,96,0
625328,46521,52545,12861,17024,9034,2280,4237,77,90,0
15751,12040,4940,4499,2332,1451,1401,421,81,74,0
88755,57806,7760,1331,2903,1835,1277,591,56,43,0
32090,34549,7227,5470,4425,3715,645,493,44,26,0
57339,10532,6563,3819,3496,5850,483,330,38,43,0
63826,19483,5761,7754,2887,2259,434,294,38,41,0
46995,6259,5133,5489,2243,4137,881,223,57,70,0
63413,6692,1704,1301,3036,1387,1816,403,57,78,0
25156,8486,11160,3505,4743,3470,696,402,63,69,0
446658,5931,2877,1589,3721,2292,900,811,57,87,0
76437,108823,28242,19674,15769,5275,5626,2316,48,60,0
251606,97764,42087,21352,7336,10664,2976,2661,56,50,0
10151,4516,2932,7019,2234,1593,569,373,60,47,0
69212,84937,33510,7941,3616,6272,797,1479,61,26,0
1011123,191336,11284,7561,6705,5397,1417,1426,47,23,0
1439148,120111,2938,16534,41560,19339,13976,8014,27,30,0
169125,4349,5380,6278,4417,2108,1035,975,27,35,0
1016341,118062,21244,7742,19982,10201,8028,4507,17,40,0
10403,1830,1383,2746,2360,1999,339,378,40,75,0
26067,30682,7069,40766,17445,5699,2269,2656,64,66,0
5257,6585,6225,8630,5585,3164,362,305,63,67,0
